tsr_master_id,first_seen_notice_date,last_seen_notice_date,weeks_seen,is_active,resolved_date,line_key,line_name,location_direction,affected_area,latest_location,latest_line_section,latest_distance_km,location_from_km,location_to_km,latest_stn_no,latest_max_speed,date_imposed_raw,date_imposed_normalised,latest_reason_raw,latest_reason_group,latest_date_cancelled_raw,latest_date_cancelled,master_fingerprint,row_quality,normalisation_notes
269,2020-03-28,2020-03-28,1,0,2020-03-28,RTM,Mandurah Line,Unknown,Warnbro to Rockingham,Warnbro to Rockingham,Warnbro to Rockingham,,,,45.150km to 44.800km Up Main,40km/h,29th January 2020,2020-01-29,Rail wear/ flanging,Track condition,13th June 2020,2020-06-13,314d8d6a21c3d917db69b4351cd8db039ebefd5145fb76793ca330b44b3ec3b3,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
276,2020-03-28,2020-04-25,5,0,2020-04-25,JTM,Joondalup Line,Unknown,Joondalup,Joondalup,Joondalup,,,,25.800km to 26.000km Down Main,80km/h,17th February,2020-02-17,Track defects,Track condition,26th May 2020,2020-05-26,d2dd308f95a271627d6afc4652bd1df2a5101b61b665f7fce6409a1640dddff8,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
291,2020-04-11,2020-06-27,11,0,2020-06-27,RTM,Mandurah Line,Unknown,Warnbro to Rockingham,Warnbro to Rockingham,Warnbro to Rockingham,,,,45.1500km to 44.800km Up Main,40km/h,29th January 2020,2020-01-29,Rail wear/ flanging,Track condition,13th June 2020,2020-06-13,43b128c7b479b865465fad431aac6fb29ed2e4db9f5b8dfcc17a1882e0e9a3a7,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
298,2020-04-11,2020-05-02,4,0,2020-05-02,JTM,Joondalup Line,Unknown,Leederville,Leederville,Leederville,,,,1.910km to 2.030km Down Main,40km/h,23rd March 2020,2020-03-23,Rail Defect,Track condition,29th April,2020-04-29,d5bec92cb22ff65f9a7ae3960eeb2ff2ce748fe8ba443e4e0df36c16635ee907,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
309,2020-04-18,2020-04-18,1,0,2020-04-18,FTM,Fremantle Line,Unknown,Fremantle Bridge,Fremantle Bridge,Fremantle Bridge,,,,19.751km to 19.920km Up Main,20km/h,24th March 2020,2020-03-24,Track Stress,Track condition,24th April 2020,2020-04-24,230313a4f8a9c5048bae43cc185f2ab786d3e828942590846f13cf75e2f01ce5,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
318,2020-04-25,2020-05-02,2,0,2020-05-02,MTM,Midland Line,Unknown,Bassendean,Bassendean,Bassendean,,,,7.900km to 8.150km Down Main,80km/h,27th March 2020,2020-03-27,Turnouts,Turnout / points,TBA,2020-05-02,fe1daa6c350c7c80e85a7c55239bb238954cef6c8c6ff2246de8d92f041c92f4,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
319,2020-04-25,2020-05-02,2,0,2020-05-02,MTM,Midland Line,Unknown,Bassendean,Bassendean,Bassendean,,,,8.200km to 8.100km Up Main,80km/h,05th April 2020,2020-04-05,Turnouts,Turnout / points,TBA,2020-05-02,21567ffcd92aa701defc15422e1077a7e5fefe8d57a8f19bf340d4415ff300bc,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
329,2020-05-02,2020-05-02,1,0,2020-05-02,JTM,Joondalup Line,Unknown,Joondalup,Joondalup,Joondalup,,,,25.848km to 25.960km Down Main,80km/h,21st April 2020,2020-04-21,Track Defects,Track condition,TBA,2020-05-02,48ae2b87d27dc954d7e1e23ed0ddaca5de33b25c8873393e8d7fadca050a7ebf,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
330,2020-05-02,2020-05-02,1,0,2020-05-02,JTM,Joondalup Line,Unknown,Joondalup,Joondalup,Joondalup,,,,25.960km to 25.848km Up Main,80km/h,21st April 2020,2020-04-21,Track Defects,Track condition,TBA,2020-05-02,d6284a3997ed8e6dc07cdf2f10ee9685315b75c54793de8838f180009ef2a9f3,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
335,2020-05-09,2020-08-01,11,0,2020-08-01,JTM,Joondalup Line,Unknown,Whitfords,Whitfords,Whitfords,,,,19.150 to 20.150km Down Main,40km/h,26th February 2020,2020-02-26,Turnout defects & turnout design issues,Turnout / points,30th July 2020 (Raise to 80km/h),2020-08-01,266cd9a749d98a709d2b84cb21f51ff5b02f14d6dd815b6ad36dc1a36d67df26,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
336,2020-05-09,2020-08-01,11,0,2020-08-01,JTM,Joondalup Line,Unknown,Whitfords,Whitfords,Whitfords,,,,20.150km to 19.150km Up Main,40km/h,27th February 2020,2020-02-27,Turnout defects & turnout design issues,Turnout / points,30th July 2020 (Raise to 80km/h),2020-08-01,334ea1943d34acda9f0267e03805ee684606ad2a7ed753f3c23b91169b8d2a57,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
337,2020-05-09,2020-05-09,1,0,2020-05-09,MTM,Midland Line,Unknown,Bassendean,Bassendean,Bassendean,,,,7.900km to 8.150km Down Main,80km/h,27th March 2020,2020-03-27,Turnout design issues,Turnout / points,TBA,2020-05-09,42d135093e3061da807b71dd4936765f2c72270720e0f4a5f96d9a10e74e274f,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
338,2020-05-09,2020-08-01,11,0,2020-08-01,MTM,Midland Line,Unknown,Bassendean,Bassendean,Bassendean,,,,8.200km to 8.100km Up Main,80km/h,05th April 2020,2020-04-05,Turnout design issues,Turnout / points,TBA,2020-08-01,f766c9257f4feb1e014d31a8a61c30b6e0c38c50250a19744082f1060fbef7f8,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
339,2020-05-09,2020-08-01,11,0,2020-08-01,JTM,Joondalup Line,Unknown,Joondalup,Joondalup,Joondalup,,,,25.848km to 25.960km Down Main,80km/h,21st April 2020,2020-04-21,Turnout design issues,Turnout / points,TBA,2020-08-01,52d6dcecdf01ed8c4c4290056fda73a0337b82cf58fea5f8e2a149cb9b1f48cd,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
340,2020-05-09,2020-08-01,11,0,2020-08-01,JTM,Joondalup Line,Unknown,Joondalup,Joondalup,Joondalup,,,,25.960km to 25.848km Up Main,80km/h,21st April 2020,2020-04-21,Turnout design issues,Turnout / points,TBA,2020-08-01,b434414732471c6f9322ab2ddb085760c1e8de90255a269532158a6dfa0ae001,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
347,2020-05-16,2020-08-01,10,0,2020-08-01,MTM,Midland Line,Unknown,Bassendean,Bassendean,Bassendean,,,,7.900km to 8.150km Down Main,80km/h,27th March 2020,2020-03-27,Turnout defects & turnout design issues,Turnout / points,TBA,2020-08-01,88da36c9055e29e650ca4753adae963d88f1fc5b13bf818c9988b5428045c8c9,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
391,2020-06-20,2020-08-01,6,0,2020-08-01,RTM,Mandurah Line,Unknown,Rockingham,Rockingham,Rockingham,,,,43.060km to 42.650km Up Main,40km/h,9th June 2020,2020-06-09,Rail Defects,Track condition,21st August 2020,2020-08-21,4ea5d8a3aa587f0b2c344981ac4c0f9eecf43830438e1b173b266ccff3d1deb0,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
413,2020-07-11,2020-08-01,4,0,2020-08-01,RTM,Mandurah Line,Unknown,Cockburn,Cockburn,Cockburn,,,,19.550km to 21.210km Down Main,80km/h,12th June 2020,2020-06-12,1114A pts multiple rail defects,Track condition,6th August 2020,2020-08-06,b05319c062b9a44bc11647db751163f10b163cc2b35538d1fbd225a4d3def7f6,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
447,2020-08-08,2020-08-08,1,0,2020-08-08,FTM,Fremantle Line,Unknown,Fremantle - Section,Fremantle - Section,Fremantle - Section,,,,,20km/h,,,September 2011 Crossing TBA Robbs Jetty,Level crossing / pedestrian crossing,,2020-08-08,3a9c9bbaf0fb11ad234268a0d840b8da31d5fa34ced16b754d109cbc979a89f9,repaired,strategy=text_line; no_numeric_chainage_supplied; direction_not_inferred
448,2020-08-08,2020-08-08,1,0,2020-08-08,RTMDN,Mandurah Line,Down,Kwinana to 34.900km to 35.600km Down,Kwinana to,Kwinana to,34.900km to 35.600km Down,34.9,35.6,,80km/h,30 January 2020,2020-01-30,Rail Defects,Track condition,3 August 2020,2020-08-03,d9d9f4c5306c233a8077420402c432ffa3b021e981cbba75ee4a1e12bd694a7b,repaired,strategy=text_line
449,2020-08-08,2020-08-08,1,0,2020-08-08,JTMDN,Joondalup Line,Down,Turnout defects Mid-August Whitfords 19.150 to 20.150km Down Main,Turnout defects Mid-August Whitfords,Turnout defects Mid-August Whitfords,19.150 to 20.150km Down Main,19.15,20.15,,40km/h,26 February 2020,2020-02-26,& turnout design 2020 (Raise to,Turnout / points,,2020-08-08,66766d959b8f79f0e0d54dca38bf2dbc8832158e327205f4ae8d14ce810418c5,repaired,strategy=text_line
450,2020-08-08,2020-08-08,1,0,2020-08-08,UNCLASSIFIED,Unclassified,Unknown,issues,issues,issues,,,,,80km/h,,,) Turnout defects Mid-August,Turnout / points,,2020-08-08,e7d6b58fa4b22f002d2cd6a967b925ff4f0e6ba066b0afaf91e00ec4d42d2227,repaired,strategy=text_line; no_numeric_chainage_supplied; line_not_inferred; direction_not_inferred
451,2020-08-08,2020-08-08,1,0,2020-08-08,JTMUP,Joondalup Line,Up,Turnout defects Mid-August Whitfords 20.150km to 19.150km Up Main,Turnout defects Mid-August Whitfords,Turnout defects Mid-August Whitfords,20.150km to 19.150km Up Main,19.15,20.15,,40km/h,27 February 2020,2020-02-27,& turnout design 2020 (Raise to,Turnout / points,,2020-08-08,93ee77ca1f9aa196d7d09f6bcd911d0ddf084c8b7dec56222a0a655b6b4cff7e,repaired,strategy=text_line
452,2020-08-08,2020-08-08,1,0,2020-08-08,UNCLASSIFIED,Unclassified,Unknown,issues,issues,issues,,,,,80km/h,,,) Turnout defects,Turnout / points,,2020-08-08,ed14d9afb3c677f538e6e04b4a6e69455a2762b293bc126dddaf002fedc21e05,repaired,strategy=text_line; no_numeric_chainage_supplied; line_not_inferred; direction_not_inferred
453,2020-08-08,2020-08-08,1,0,2020-08-08,MTMDN,Midland Line,Down,Turnout defects Bassendean 7.900km to 8.150km Down Main,Turnout defects Bassendean,Turnout defects Bassendean,7.900km to 8.150km Down Main,7.9,8.15,,80km/h,27 March 2020,2020-03-27,& turnout design,Turnout / points,TBA,2020-08-08,94f9976fa6212f1c5655fc6dd2613f94fd4a2f7903d21129f6e8fa2daad606e1,repaired,strategy=text_line
454,2020-08-08,2020-08-08,1,0,2020-08-08,RTMUP,Mandurah Line,Up,issues Rockingham 43.060km to 42.650km Up Main,issues Rockingham,issues Rockingham,43.060km to 42.650km Up Main,42.65,43.06,,40km/h,9 June 2020,2020-06-09,Rail Defects,Track condition,21 August 2020,2020-08-21,b0cee610603b7572e77da2693aaa43484038fac10ff5dd1ed55db8d2c9ab59c1,repaired,strategy=text_line
455,2020-08-08,2020-08-08,1,0,2020-08-08,RTMDN,Mandurah Line,Down,19.550km to 21.210km Down Cockburn 19.550km to 21.210km Down Cockburn,19.550km to 21.210km Down Cockburn,19.550km to 21.210km Down Cockburn,19.550km to 21.210km Down Cockburn,19.55,21.21,,80km/h,12 June 2020,2020-06-12,multiple rail,Track condition,6 August 2020,2020-08-06,ae7b8e7b4c3af75ad5abd696b9c41c21d1bb2856e3a96d21051f05da9f50b06d,repaired,strategy=text_line
456,2020-08-08,2020-08-08,1,0,2020-08-08,UNCLASSIFIED,Unclassified,Unknown,Gauge Corner 11 September South Perth 2.690km to 2.866km,Gauge Corner 11 September South Perth,Gauge Corner 11 September South Perth,2.690km to 2.866km,2.69,2.866,,40km/h,15 June 2020,2020-06-15,Cracking 2020,Other / review required,,2020-08-08,a8a61e9cdb788a673b33736d3202b3af21931484523f4fea14f210858e4fb439,repaired,strategy=text_line; line_not_inferred; direction_not_inferred
457,2020-08-08,2020-11-28,11,0,2020-11-28,ATMDN,Armadale Line,Down,12.725km to 12.955km Beckenham Down Main Armadale Line 12.725km to 12.955km Beckenham Down Main Armadale Line,12.725km to 12.955km Beckenham Down Main Armadale Line,12.725km to 12.955km Beckenham Down Main Armadale Line,12.725km to 12.955km Beckenham Down Main Armadale Line,12.725,12.955,,40km/h,25 June 2020,2020-06-25,Points Defect,Turnout / points,20 November 2020,2020-11-20,3c267d977ed93ad4bc060a3d4bf57f8db532cba4fe50574436618db30735a4af,repaired,strategy=text_line
458,2020-08-08,2020-08-08,1,0,2020-08-08,RTMDN,Mandurah Line,Down,36.070km to 36.405km Down Wellard 36.070km to 36.405km Down Wellard,36.070km to 36.405km Down Wellard,36.070km to 36.405km Down Wellard,36.070km to 36.405km Down Wellard,36.07,36.405,,80km/h,2 July 2020,2020-07-02,GCC 31 July 2020 Main,Other / review required,,2020-08-08,c62b95381c069cb774aa419a11b2d52bea152afccd0dfe0028ea8d942b56c396,repaired,strategy=text_line
459,2020-08-08,2020-11-28,2,0,2020-11-28,FTMDN,Fremantle Line,Down,18.800 to 18.920km Down North Fremantle 18.800 to 18.920km Down North Fremantle,18.800 to 18.920km Down North Fremantle,18.800 to 18.920km Down North Fremantle,18.800 to 18.920km Down North Fremantle,18.8,18.92,,40km/h,6 July 2020,2020-07-06,Turnout defects,Turnout / points,26 February 2021,2021-02-26,a3cadb9d3ec185f42cdf2feb370236b6b913c553d09f6726009a347f79b7a5f7,repaired,strategy=text_line
460,2020-08-08,2020-10-03,5,0,2020-10-03,ATMDN,Armadale Line,Down,9.450 to 9.550km Down Queens Park 9.450 to 9.550km Down Queens Park,9.450 to 9.550km Down Queens Park,9.450 to 9.550km Down Queens Park,9.450 to 9.550km Down Queens Park,9.45,9.55,,40km/h,8 July 2020,2020-07-08,Track Defects,Track condition,2 October 2020,2020-10-02,f4417603225991e0fd95e9e60feb544fc2c0b9ca237faa0d41919a035ea55825,repaired,strategy=text_line
461,2020-08-08,2020-11-28,11,0,2020-11-28,UNCLASSIFIED,Unclassified,Down,0.900 to 1.300km Down Mount Lawley 0.900 to 1.300km Down Mount Lawley,0.900 to 1.300km Down Mount Lawley,0.900 to 1.300km Down Mount Lawley,0.900 to 1.300km Down Mount Lawley,0.9,1.3,,60km/h,27 July 2020,2020-07-27,Excessive Noise,Noise mitigation,TBA,2020-11-28,828d90e25c3e0a098ad51f6f1dce774c2ac0888a5a308a06645b61a73785eeca,repaired,strategy=text_line; line_not_inferred
462,2020-08-15,2020-08-22,2,0,2020-08-22,UNCLASSIFIED,Unclassified,Unknown,Section,Section,Section,,,,,20km/h,,,epte mber 2011,Other / review required,Indefinite,2020-08-22,da884b4473bc43ba9762689b6d6c54fe1da16be207b8adffcf29f79f12c79507,repaired,strategy=table_text; no_numeric_chainage_supplied; line_not_inferred; direction_not_inferred
463,2020-08-15,2020-08-22,2,0,2020-08-22,MTM,Midland Line,Unknown,Bassendean,Bassendean,Bassendean,,,,,80km/h,,,7 M arch 2020,Other / review required,Indefinite,2020-08-22,1a21b3ff239a54f077e511517918d99f4da39c63749d18271395896ce0e4d994,repaired,strategy=table_text; no_numeric_chainage_supplied; direction_not_inferred
464,2020-08-15,2020-08-22,2,0,2020-08-22,MTM,Midland Line,Unknown,Bassendean,Bassendean,Bassendean,,,,,80km/h,,,05 A pril 2020 Tur nout design issues,Other / review required,Indefinite,2020-08-22,af795dcdc4c92e03ff29faae41ec8ada89ceec51d1b88387671b3f053615338b,repaired,strategy=table_text; no_numeric_chainage_supplied; direction_not_inferred
465,2020-08-15,2020-08-22,4,0,2020-08-22,JTM,Joondalup Line,Unknown,Joondalup Main,Joondalup Main,Joondalup Main,,,,,80km/h,,,21 A pril 2020 Tur nout design issues,Other / review required,Indefinite,2020-08-22,da591e05f2100ba1f25809efd4660425c35275e8d1547ad1602a5040abcf6437,repaired,strategy=table_text; no_numeric_chainage_supplied; direction_not_inferred
467,2020-08-15,2020-08-22,2,0,2020-08-22,RTM,Mandurah Line,Unknown,Rockingham,Rockingham,Rockingham,,,,,40km/h,,,9 Ju ne 2020 Rail Defects 2,Track condition,1 August 202,2020-08-22,2d8a7e439f4f5b0a3b223818caaa9ddfd4d926453e667813b3598eb557c08156,repaired,strategy=table_text; no_numeric_chainage_supplied; direction_not_inferred
468,2020-08-15,2020-08-22,2,0,2020-08-22,RTM,Mandurah Line,Unknown,Cockburn,Cockburn,Cockburn,,,,,80km/h,,,12 J une 2020 2,Other / review required,0 August 202,2020-08-22,5db860e2f0f93e2a3d097e3dd3be3743d5003a1011b1e6362b211dc9b43dde30,repaired,strategy=table_text; no_numeric_chainage_supplied; direction_not_inferred
469,2020-08-15,2020-08-22,2,0,2020-08-22,UNCLASSIFIED,Unclassified,Unknown,South Perth 2.690 km to 2.866 km,South Perth,South Perth,2.690 km to 2.866 km,2.69,2.866,,40km/h,km,,15 J une 2020 Gau ge Corner Cracking,Other / review required,15 J une 2020 Gau ge Corner Cracking,2020-08-22,5a653464d344f4cf0cc9ceac11879dec63d170a3fd91a7f60a918d533c7724ba,repaired,strategy=table_text; line_not_inferred; direction_not_inferred; date_imposed_not_normalised
470,2020-08-15,2020-08-22,2,0,2020-08-22,ATMDN,Armadale Line,Down,Beckenham Down M ain Armadal e Line,Beckenham Down M ain Armadal e Line,Beckenham Down M ain Armadal e Line,,,,,40km/h,e Line,,25 J une 2020 Points Defect 2,Turnout / points,9 October 202,2020-08-22,735a769d72b6f8bde214f17fb6b1fd5b11795a6a4d5ad0fd543c9bc7dd750e5b,repaired,strategy=table_text; no_numeric_chainage_supplied; date_imposed_not_normalised
471,2020-08-15,2020-08-22,2,0,2020-08-22,ATM,Armadale Line,Unknown,Queens Park,Queens Park,Queens Park,,,,,40km/h,,,8 J uly 2020 Track Defects,Track condition,2 October 202,2020-08-22,d803ec0e79fc834d6c97e2a92a7f40142156058ac2d90595de2bf4d1c1bea58e,repaired,strategy=table_text; no_numeric_chainage_supplied; direction_not_inferred
472,2020-08-15,2020-08-22,2,0,2020-08-22,UNCLASSIFIED,Unclassified,Unknown,Mount Lawley,Mount Lawley,Mount Lawley,,,,,60km/h,,,27 J uly 2020 E xcessive Noise,Noise mitigation,TBA,2020-08-22,cf278016069eade7a9acc55f416bddb1a4197feb9fc4bfcf7ec80260ec339774,repaired,strategy=table_text; no_numeric_chainage_supplied; line_not_inferred; direction_not_inferred
473,2020-08-15,2020-08-22,2,0,2020-08-22,JTM,Joondalup Line,Unknown,Whitfords,Whitfords,Whitfords,,,,,80km/h,,,1 Au gust 2020,Other / review required,Indefinite,2020-08-22,3a3e998780b03f318ce7d2efd3f82810346ab6ad9e89904b1e3e717c7de2cbae,repaired,strategy=table_text; no_numeric_chainage_supplied; direction_not_inferred
474,2020-08-15,2020-08-22,2,0,2020-08-22,JTMUP,Joondalup Line,Up,Whitfords Up Main,Whitfords Up Main,Whitfords Up Main,,,,,80km/h,,,1 Au gust 2020 turn out design issues,Other / review required,Indefinite,2020-08-22,736b9604999feca951b5e4f4061989d2c735f58bc33bc1fc2509ea24db661cd5,repaired,strategy=table_text; no_numeric_chainage_supplied
488,2020-08-29,2020-09-05,2,0,2020-09-05,UNCLASSIFIED,Unclassified,Unknown,Section,Section,Section,,,,,20km/h,,,tember 2011,Other / review required,Indefinite,2020-09-05,683149030caf8adf4b3b35b26ed1434e4354ca502ed985c2bea2e85e9a20ec87,repaired,strategy=table_text; no_numeric_chainage_supplied; line_not_inferred; direction_not_inferred
489,2020-08-29,2020-09-05,2,0,2020-09-05,MTM,Midland Line,Unknown,Bassendean,Bassendean,Bassendean,,,,,80km/h,,,March 2020,Other / review required,Indefinite,2020-09-05,a703b491dd5727dfa31a8d66db8e9c3e0b1e658d9d350033c70debf5cb9d3826,repaired,strategy=table_text; no_numeric_chainage_supplied; direction_not_inferred
490,2020-08-29,2020-09-05,2,0,2020-09-05,MTM,Midland Line,Unknown,Bassendean,Bassendean,Bassendean,,,,,80km/h,,,April 2020 Turnout de sign iss ues,Turnout / points,Indefinite,2020-09-05,0c098debf03bcbdac496599d258b33b70d4de733dc6cb633265ebd2b2b57df41,repaired,strategy=table_text; no_numeric_chainage_supplied; direction_not_inferred
491,2020-08-29,2020-09-05,4,0,2020-09-05,JTM,Joondalup Line,Unknown,Joondalup,Joondalup,Joondalup,,,,,80km/h,,,April 2020 Turnout de sign iss ues,Turnout / points,Indefinite,2020-09-05,e659f019a695342389356d3e350b4c35cfe3ffdf86f9bc733949c69fefe5ba51,repaired,strategy=table_text; no_numeric_chainage_supplied; direction_not_inferred
493,2020-08-29,2020-09-05,2,0,2020-09-05,RTM,Mandurah Line,Unknown,Rockingham,Rockingham,Rockingham,,,,,40km/h,,,June 2020 Rail D efects 2,Track condition,1 August 202,2020-09-05,2b0fa374746c328a2e168df2c2396f676b424425aa8f1d9f591923afeec2f253,repaired,strategy=table_text; no_numeric_chainage_supplied; direction_not_inferred
494,2020-08-29,2020-09-05,2,0,2020-09-05,UNCLASSIFIED,Unclassified,Unknown,South Perth 2.690 km to 2.866 km,South Perth,South Perth,2.690 km to 2.866 km,2.69,2.866,,40km/h,km,,June 2020 Gauge Cor ner Cra cking,Other / review required,June 2020 Gauge Cor ner Cra cking,2020-09-05,cc54646302f0eed30a5df30f16e3504850c905a8a59d221de5c47a894811e806,repaired,strategy=table_text; line_not_inferred; direction_not_inferred; date_imposed_not_normalised
495,2020-08-29,2020-09-05,2,0,2020-09-05,ATMDN,Armadale Line,Down,Beckenham Down M ain Armadal e Line,Beckenham Down M ain Armadal e Line,Beckenham Down M ain Armadal e Line,,,,,40km/h,e Line,,June 2020 Points Defect 2,Turnout / points,9 October 202,2020-09-05,043ffd2bff1bc28a8a9323eb8a513563b65c3092c9bb9b4ca8779b6e555c02c9,repaired,strategy=table_text; no_numeric_chainage_supplied; date_imposed_not_normalised
